name,address,google_map,route_proximity
Belsay Primary School,"Belsay, NE20 0ET","https://www.google.com/maps/@55.10381066359195,-1.8421095746619656,16z",10710.54349
Stanley Burnside Primary School,,"https://www.google.com/maps/@54.86782239857464,-1.681619177694762,16z",10719.84076
Ysgol Y Moelwyn,"Wynne Road, LL41 3DW","https://www.google.com/maps/@52.99195178441196,-3.9367026528899474,16z",10721.03616
UNKNOWN,,"https://www.google.com/maps/@52.99165431577399,-3.9379804372724077,16z",10725.66827
St Michael's Primary School,"Linden Close, BS36 1LG","https://www.google.com/maps/@51.52334810669359,-2.5028738530748473,16z",10729.07123
Kilham CofE Primary School,"Mill Side, Kilham, YO25 4SR","https://www.google.com/maps/@54.06236758644828,-0.37821745193272366,16z",10731.37945
Surrey Hills All Saints Primary School,"School Lane, Dorking, RH4 3QF","https://www.google.com/maps/@51.224606524112765,-0.3610231269208746,16z",10731.70092
West Town Lane Academy,"West Town Lane, Bristol, BS4 5DT","https://www.google.com/maps/@51.429414010243704,-2.554482490357951,16z",10732.03018
UNKNOWN,,"https://www.google.com/maps/@52.74268536539805,-3.882610849641811,16z",10735.30816
Taunton School International Middle School,"The Grange, Kingston Road, Taunton, TA2 8HP","https://www.google.com/maps/@51.059090356441025,-3.111077288190702,16z",10742.20254
Uxendon Manor Primary School,"Preston Manor Primary School, Vista Way, Harrow, HA3 0UX","https://www.google.com/maps/@51.58337644835638,-0.2973396630290844,16z",10743.48263
Broadwindsor CofE Primary School,,"https://www.google.com/maps/@50.820619241880486,-2.801184033807212,16z",10747.95355
Ysgol Bro Idris,,"https://www.google.com/maps/@52.74167893783133,-3.879822556691761,16z",10754.11094
Claremont High School,,"https://www.google.com/maps/@51.583953105187376,-0.29333079756728964,16z",10754.83327
Mike Wilde Eco-Centre,,"https://www.google.com/maps/@54.66779446503036,-3.348982807924407,16z",10755.05911
Wadham School,"Mount Pleasant, Crewkerne, TA18 7NT","https://www.google.com/maps/@50.88826445272824,-2.7877993301064694,16z",10756.71311
Thorngumbald Primary School,"Thorngumbald Primary School, Plumtree Road, Hull, HU12 9QQ","https://www.google.com/maps/@53.719074403045745,-0.17425135508925774,16z",10757.53304
Michael Hall School,"Kidbrooke Park, Forest Row, RH18 5JA","https://www.google.com/maps/@51.091443244057785,0.024402939982353537,16z",10768.77712
Orchard Primary School,"Oxford Road, DA14 6LW","https://www.google.com/maps/@51.41975303061604,0.11174065137474606,16z",10769.50873
UNKNOWN,,"https://www.google.com/maps/@51.58574555751295,-0.2168370230522947,16z",10771.50787
Serenity School,"88-90 South End, Croydon, CR0 1DQ","https://www.google.com/maps/@51.36439616336024,-0.09906715577364174,16z",10771.638
Brakenhale School,"The Brakenhale School, Rectory Lane, Bracknell, RG12 7BA","https://www.google.com/maps/@51.401967420761046,-0.7483313222059029,16z",10775.10396
Oasis Academy Arena,"Albert Road, SE25 4QL","https://www.google.com/maps/@51.39136751952857,-0.0611211678543436,16z",10775.67639
Burrington CofE VA Primary School,"Fry's Lane, BS40 7AD","https://www.google.com/maps/@51.330927643437185,-2.7492434268114696,16z",10775.7316
Longton Lane Community Primary School,,"https://www.google.com/maps/@53.422773521405986,-2.7724913962669158,16z",10775.95008
Broadmead Primary Academy,"366 Sydenham Road, Croydon, CR0 2EA","https://www.google.com/maps/@51.38589872782241,-0.09124055572459078,16z",10778.30846
Bohunt School,"Hurst Road, Horsham, RH12 2DN","https://www.google.com/maps/@51.06768875560197,-0.3219038837096772,16z",10782.44356
Harris Invictus Academy Croydon,"88 London Road, Croydon, CR0 2TB","https://www.google.com/maps/@51.378773776836844,-0.10305103779299636,16z",10790.53664
Guru Gobind Singh,,"https://www.google.com/maps/@51.62743314320035,0.06249508846658721,16z",10790.86508
Coppetts Wood Primary School,,"https://www.google.com/maps/@51.59971929152775,-0.15052405020151435,16z",10791.49292
Slaley First School,"Slaley Village, Slaley, NE47 0AA","https://www.google.com/maps/@54.915245077782394,-2.039093140904602,16z",10796.17125
Denham Village Infant School,"Cheapside Lane, Uxbridge, UB9 5AE","https://www.google.com/maps/@51.568217019720784,-0.5014461003437384,16z",10797.15428
St Peter Chanel Catholic Primary School,"Baugh Road, Foots Cray, DA14 5ED","https://www.google.com/maps/@51.42071682910049,0.11648823754267539,16z",10801.36698
UNKNOWN,,"https://www.google.com/maps/@54.69805996476359,-1.4282289076189705,16z",10803.33318
Bounds Green Infants School,,"https://www.google.com/maps/@51.60574613965011,-0.12378427575639493,16z",10804.37023
Langley Park School for Girls,,"https://www.google.com/maps/@51.38846211280632,-0.017302042454621115,16z",10804.7754
Upton Westlea Primary School,"Weston Grove, CH2 1QJ","https://www.google.com/maps/@53.21501564577542,-2.878390338639653,16z",10805.75945
"The Academy, Selsey","School Lane, Chichester, PO20 9EH","https://www.google.com/maps/@50.73795797812195,-0.7916956060932931,16z",10806.05172
Rosley C of E School,,"https://www.google.com/maps/@39.96361168220793,2.521747386404433,16z",10809.99197
Saint Gregory's Catholic Science College,,"https://www.google.com/maps/@51.58373132410966,-0.3048821865564395,16z",10809.99239
Reedham Primary School,NR13 3TJ,"https://www.google.com/maps/@52.560023166933135,1.5717585879662184,16z",10811.64436
Woodcote House School,"Snows Ride, Windlesham, GU20 6PF","https://www.google.com/maps/@51.37030194301859,-0.6668169856023698,16z",10812.52155
Bancroft's School,"611-627 High Road, IG8 0RF","https://www.google.com/maps/@51.61921540094082,0.02643561667709464,16z",10815.4266
Sandford Primary School,,"https://www.google.com/maps/@50.7099310617442,-2.096820722971118,16z",10820.49121
Linaker Primary School,"Sefton Street, Southport, PR8 5DB","https://www.google.com/maps/@53.63794791462367,-3.0029210111714613,16z",10820.87553
"Newton Farm Nursery, Infant & Junior School",,"https://www.google.com/maps/@51.569069983324965,-0.3747338560667353,16z",10825.53649
Wedmore First School,BS28 4BS,"https://www.google.com/maps/@51.22579270354064,-2.8215664238896383,16z",10833.32786
Hamsey Green Primary School (Juniors),"Tithepit Shaw Lane, Warlingham, CR6 9AN","https://www.google.com/maps/@51.32540359626774,-0.08176948574509495,16z",10841.03313
Christ The King Catholic Primary School,,"https://www.google.com/maps/@51.42251480153683,-0.9606436414346826,16z",10842.98721
Harwich and Dovercourt High School,"Hall Lane, Dovercourt, CO12 3TG","https://www.google.com/maps/@51.92867915494166,1.2612907823613095,16z",10844.17377
Winstanley Community Primary School,"Tanhouse Drive, Wigan, WN3 6JP","https://www.google.com/maps/@53.519818799173414,-2.6741824310939766,16z",10846.70506
Broomhill Junior School,"Allison Road, Bristol, BS4 4NZ","https://www.google.com/maps/@51.438568333270204,-2.5386091646470907,16z",10850.76998
St Theresa's RC Primary School,,"https://www.google.com/maps/@51.59590899831802,-0.19367799831446816,16z",10851.23308
UNKNOWN,,"https://www.google.com/maps/@51.58602346736339,-0.20984819011283334,16z",10854.03283
St Joseph's Catholic Primary School,"Watford Way, NW4 4TY","https://www.google.com/maps/@51.58744056738687,-0.23203847266993938,16z",10857.17124
Hockley Primary School,"Chevening Gardens, SS5 4UR","https://www.google.com/maps/@51.60405571882106,0.6455033473086788,16z",10860.07064
Thameside Primary School,,"https://www.google.com/maps/@51.47351471515192,0.33701220666235493,16z",10863.48228
Northease Manor School,,"https://www.google.com/maps/@50.84342373034304,0.007865873740202386,16z",10863.54539
Chalfont St Peter CofE Academy,"Penn Road, Gerrards Cross, SL9 9SS","https://www.google.com/maps/@51.608349312869976,-0.5590110981186703,16z",10863.9542
Graig-y-Rhacca Primary School,,"https://www.google.com/maps/@51.594330833829375,-3.168851591528691,16z",10867.38109
Stokenchurch Primary School,,"https://www.google.com/maps/@51.659614685266114,-0.8963221239464789,16z",10867.80068
Gayton Church of England Primary School,"Lynn Road, PE32 1PA","https://www.google.com/maps/@52.74246467515309,0.5571477733613803,16z",10871.5107
Heathfield Academy,"7 Aberdeen Road, Croydon, CR0 1EQ","https://www.google.com/maps/@51.36537260355455,-0.09767296182602132,16z",10873.94461
Lockyers Middle School,"Blandford Road, BH21 3HQ","https://www.google.com/maps/@50.77944879779211,-2.0176391641126257,16z",10874.09505
Pentyrch Primary School,"Bronllwyn, Pentyrch, CF15 9QL","https://www.google.com/maps/@51.52899759183279,-3.301004229991629,16z",10874.11332
Raughton Head CofE School,"Raughton Head, CA5 7DD","https://www.google.com/maps/@54.800607349931205,-2.967855021669333,16z",10875.54098
Broomhill Infant School,"Fermaine Avenue, Bristol, BS4 4UY","https://www.google.com/maps/@51.43938806407908,-2.537040372703834,16z",10877.01821
St Peters Primary School,"Normanton Road, South Croydon, CR2 7AR","https://www.google.com/maps/@51.35902042857399,-0.08874828965326877,16z",10881.97524
Ysgol Maenofferen,,"https://www.google.com/maps/@52.99389551966722,-3.939117755369451,16z",10883.0382
Nettleton Community Primary School,"Moortown Road, Market Rasen, LN7 6AA","https://www.google.com/maps/@53.48571102792479,-0.3330003532410143,16z",10883.7054
Buckhurst Hill Community Primary School,,"https://www.google.com/maps/@51.62574831326866,0.0526354723714616,16z",10884.90769
Burnside Secondary PRU,"2 Burnside Avenue, London, E4 8YJ","https://www.google.com/maps/@51.60805092463743,-0.022643680362207246,16z",10887.63216
Ysgol y Ddwylan,"Heol Newydd / New Road, Castell Newydd Emlyn / Newcastle Emlyn, SA38 9BA","https://www.google.com/maps/@52.03902250784461,-4.472301079889663,16z",10888.47373
Salisbury Manor Primary School,"4 Burnside Avenue, London, E4 8YJ","https://www.google.com/maps/@51.608142280533045,-0.023922645082067893,16z",10889.93431
Haringey Sixth Form Centre,"White Hart Lane, London, N17 8HR","https://www.google.com/maps/@51.60671938447232,-0.07307243791655205,16z",10890.00823
Saint Joseph's Catholic Primary School,"The Drive, Dovercourt, CO12 3SU","https://www.google.com/maps/@51.92561827062276,1.2719812294224333,16z",10891.75927
Redgate Primary School,"Redgate, Liverpool, L37 4EW","https://www.google.com/maps/@53.55164645593956,-3.0516810735215634,16z",10893.50234
Demeter House,"Bigby Street, N Lincs, DN20 8EF","https://www.google.com/maps/@53.55040495439279,-0.4890858727705155,16z",10898.06152
The Thomas Cowley High School,"School Lane, Spalding, PE11 4TF","https://www.google.com/maps/@52.90516882953213,-0.19960106961806356,16z",10900.74647
Acresfield Primary School,"Acres Lane, Chester, CH2 1LJ","https://www.google.com/maps/@53.22311786788238,-2.874336555469853,16z",10903.29739
"St Catherine's Catholic Primary School, Wimborne","Cutlers Place, Wimborne, BH21 2HN","https://www.google.com/maps/@50.803999632179476,-1.9510589423000364,16z",10914.42497
Cwrt Rawlin Primary School,"Cae Meillion, Caerphilly, CF83 1SN","https://www.google.com/maps/@51.569958871039184,-3.2412453311773812,16z",10917.29873
The Garth School,"Pinchbeck Road, Spalding, PE11 1QF","https://www.google.com/maps/@52.79300906752601,-0.1481265778684192,16z",10917.83018
Ysgol Derwenfa,"Queen Street, CH7 4RQ","https://www.google.com/maps/@53.13489258846561,-3.094128759751133,16z",10918.22873
Crosfields School,,"https://www.google.com/maps/@51.419380886533624,-0.9514484678104902,16z",10919.0186
Spalding Parish Church of England Day School,"8 Clay Lake, Spalding, PE11 2QG","https://www.google.com/maps/@52.78039798373304,-0.1446029805761268,16z",10926.99582
All Saints Church of England Primary School,"Slatefell Drive, Cockermouth, CA13 9BH","https://www.google.com/maps/@54.664081384350524,-3.3507978167618804,16z",10928.06648
St Clare's Catholic Primary School,"Hawthorn Road, Chester, CH4 8HX","https://www.google.com/maps/@53.1735109118944,-2.911829658438095,16z",10931.62525
Southover School,"Potter's Lane, Lewes, BN7 1JP","https://www.google.com/maps/@50.869626052665566,0.0038296050445123294,16z",10935.14468
UNKNOWN,,"https://www.google.com/maps/@51.6028684450365,-0.1549545760711289,16z",10935.31673
John Cabot Academy,BS15 8BD,"https://www.google.com/maps/@51.45737454198718,-2.5157801596119036,16z",10936.09513
Geoffrey Field Infant School,,"https://www.google.com/maps/@51.421472447719744,-0.9610121240281162,16z",10941.06034
Ravensmere Infant School,"St Benedict's Road, Beccles, NR34 9DE","https://www.google.com/maps/@52.46297679288942,1.5653256699973574,16z",10945.05866
Manor House School,"Manor House Lane, Leatherhead, KT23 4EN","https://www.google.com/maps/@51.27282990112463,-0.3915056576903901,16z",10945.6775
Radstock Primary School,"Reading,","https://www.google.com/maps/@51.42822585528771,-0.9297472311307502,16z",10945.80021
St Cuthbert's Catholic Primary School Wigan,"Thorburn Road, Wigan, WN5 9LW","https://www.google.com/maps/@53.539112646330736,-2.671899543626056,16z",10946.67763
Elm Park Primary School,BS36 1NF,"https://www.google.com/maps/@51.52578770117851,-2.4983689136984983,16z",10949.45877
Meare Village Primary School,,"https://www.google.com/maps/@51.170278744776326,-2.7796371053950946,16z",10952.63374
Halewood Comprehensive,,"https://www.google.com/maps/@53.36160977347516,-2.8420106410268886,16z",10953.02704
Glebe Primary School,"Creswick Avenue, SS6 9HG","https://www.google.com/maps/@51.59207686505466,0.5996917580758402,16z",10953.7112
Lache Primary School,"Hawthorn Road, Chester, CH4 8HX","https://www.google.com/maps/@53.17269842866221,-2.912393943432347,16z",10953.7409
Cramlington Learning Village,,"https://www.google.com/maps/@55.07583822310544,-1.5915816811924905,16z",10954.19056
St Leo’s & Southmead Catholic Primary School,"Lickers Lane, Whiston, L35 3SR","https://www.google.com/maps/@53.41061789415714,-2.7936097456285904,16z",10957.62527
Beaminster School,"Newtown, Beaminster, DT8 3EP","https://www.google.com/maps/@50.81334103116994,-2.7409275942367826,16z",10963.79777
Swanton Abbott Community Primary,NR10 5DZ,"https://www.google.com/maps/@52.786142067875225,1.3570432902493745,16z",10969.08574
Hollickwood Primary School,,"https://www.google.com/maps/@51.6050126876616,-0.1448003606472402,16z",10971.3717
Firs School,"45 Newton Lane, Chester, CH2 2HJ","https://www.google.com/maps/@53.20785068261343,-2.879582153700686,16z",10972.48798
UNKNOWN,,"https://www.google.com/maps/@53.52973925102277,-2.672282873355479,16z",10974.67849
St Mary's Catholic Primary School,"Smithy Lane, Preston, PR3 0PN","https://www.google.com/maps/@53.873653991505385,-2.7163808666090734,16z",10977.39046
UNKNOWN,,"https://www.google.com/maps/@51.587027681063674,-0.21803407561530416,16z",10980.64326
Windlesham Village Infant School,,"https://www.google.com/maps/@51.37226589650602,-0.6708591477475617,16z",10983.5432
Arthur Bugler Primary School,"St James Avenue East, Stanford-le-Hope, SS17 7BQ","https://www.google.com/maps/@51.523350711901536,0.44097205290117686,16z",10984.98407
UNKNOWN,,"https://www.google.com/maps/@51.524021736410546,0.44299669965483107,16z",10985.75615
Abbots Hall Primary School,"Abbotts Drive, Stanford-le-Hope, SS17 7BW","https://www.google.com/maps/@51.52301866385205,0.4406627320093763,16z",10986.18175
Ss Peter and Paul's Catholic Primary Academy,"Northumbrian Road, Cramlington, NE23 6DB","https://www.google.com/maps/@55.07708988121293,-1.583832357755989,16z",10986.82953
St Stephen's Junior School,BS15 1XD,"https://www.google.com/maps/@51.46544516970766,-2.5054037586678657,16z",10987.67213
Plumberow Primary Academy,"Hamilton Gardens, SS5 5BX","https://www.google.com/maps/@51.608977500766706,0.6635933995612181,16z",10988.30731
Pittington Primary School,"Hallgarth Lane, Durham, DH6 1AF","https://www.google.com/maps/@54.789874427434995,-1.490269281646241,16z",10993.31062
Devonshire Hill Nursery and Primary School,,"https://www.google.com/maps/@51.61068789371434,-0.07850756956238648,16z",10993.62078
Freethorpe Community Primary School and Nursery School,"School Road, NR13 3NZ","https://www.google.com/maps/@52.58855245891901,1.5612038673819921,16z",10996.72569
UNKNOWN,,"https://www.google.com/maps/@51.58728182651438,-0.2163511382932449,16z",10999.93098
Glaisdale Primary School,YO21 2PZ,"https://www.google.com/maps/@54.435786910521166,-0.811314310562783,16z",11002.2742
St Augustines of Canterbury RC Primary School,BS16 6QR,"https://www.google.com/maps/@51.49447375887932,-2.4971441246756245,16z",11007.51434
St Mary's Catholic High School,"Woburn Road, Croydon, CR9 2EE","https://www.google.com/maps/@51.38079115489273,-0.09790485285382479,16z",11008.11353
Braishfield Primary School,"Common Hill Road, Romsey, SO51 0QF","https://www.google.com/maps/@51.021235995351034,-1.4656697751965027,16z",11010.31446
Bradfield College,RG7 6AU,"https://www.google.com/maps/@51.4486941644445,-1.1328508567351114,16z",11019.02901
Moving On - Saffron Valley Collegiate,"279 High Street, Croydon, CR0 1QH","https://www.google.com/maps/@51.36823669713385,-0.09901531724217442,16z",11023.4256
Shalfleet Church Of England Primary School,"Station Road, Shalfleet, PO30 4NN","https://www.google.com/maps/@50.70040576121935,-1.4361878845099008,16z",11029.76968
Goathland Primary School,"Beckhole Road, YO22 5ND","https://www.google.com/maps/@54.40198024873275,-0.714067421276686,16z",11030.65332
Park View School,"Church Chare, Chester-Le-Street, DH3 3PZ","https://www.google.com/maps/@54.854921763273126,-1.5695183790304432,16z",11037.55511
Wansdyke Primary School,"School Close, BS14 0DU","https://www.google.com/maps/@51.40652181591119,-2.5799456598300723,16z",11037.57636
Hope Community School,"167 Rectory Lane, DA14 5BU","https://www.google.com/maps/@51.41968066505197,0.1199690824215499,16z",11038.3039
UNKNOWN,,"https://www.google.com/maps/@51.58843218012912,0.6072420634497836,16z",11040.29887
St Andrew the Apostle Catholic Primary School,"Higher Road, Liverpool, L26 1TD","https://www.google.com/maps/@53.359675923926176,-2.844447419727731,16z",11042.25925
Swakeleys Girls School,,"https://www.google.com/maps/@51.53705935268907,-0.4447958684427848,16z",11044.35439
Peacehaven Heights Primary School,"Hoddern Avenue, Peacehaven, BN10 7QY","https://www.google.com/maps/@50.796415732646516,-0.0036765973804627214,16z",11049.77962
Farnborough Road Junior School,"Farnborough Road, Southport, PR8 3DF","https://www.google.com/maps/@53.61585963919212,-3.0135943540788257,16z",11051.25522
Educational Excellence & Wellbeing,"112-114 High Street, Croydon, CR0 1ND","https://www.google.com/maps/@51.36979814497392,-0.1002391639967902,16z",11055.54149
Felixstowe International College,"Maybush Lane, Felixstowe, IP11 7NA","https://www.google.com/maps/@51.967329944429466,1.361431597382312,16z",11059.15199
Highfield Primary School,,"https://www.google.com/maps/@51.53450273063106,-0.4446644870984935,16z",11059.43518
Kirklevington Primary School,"Forest Lane, Yarm, TS15 9LX","https://www.google.com/maps/@54.48136962068188,-1.3370876574846806,16z",11059.4649
Lewes Old Grammar School,,"https://www.google.com/maps/@50.87250874607989,0.004735851571258653,16z",11059.77396
Kingsbury High School,,"https://www.google.com/maps/@51.587774004607276,-0.26824231731632586,16z",11061.89674
Two Village Church of England Voluntary Controlled Primary School,"Mayes Lane, Ramsey, CO12 5EL","https://www.google.com/maps/@51.92684389914219,1.2228010166898255,16z",11066.42147
Longridge St Wilfrid's Roman Catholic Primary School,"St Wilfrid's Terrace, Preston, PR3 3WQ","https://www.google.com/maps/@53.83285787086816,-2.6092455588321593,16z",11066.59477
Our Lady of Lourdes Primary School,"Grantham Road, Southport,","https://www.google.com/maps/@53.62085567539862,-3.010886034103462,16z",11067.09448
Dalton St Mary's CofE Primary School,,"https://www.google.com/maps/@54.151063394687945,-3.1788219099015693,16z",11067.74192
Colindale Primary School,,"https://www.google.com/maps/@51.589223477297246,-0.24673686761671276,16z",11068.8283
Saint Swithun Wells School,,"https://www.google.com/maps/@51.563972225305,-0.3921129626006812,16z",11069.10792
Graham James Primary Academy,,"https://www.google.com/maps/@51.523689759638856,0.44428609847617295,16z",11074.08447
Tudor Primary School,,"https://www.google.com/maps/@51.60037531366173,-0.17657104345851268,16z",11078.34559
Greensward Academy,"Greensward Lane, SS5 5HG","https://www.google.com/maps/@51.60620377233636,0.6632106719374818,16z",11079.02607
Bromley High School,"Blackbrook Lane, BR1 2TW","https://www.google.com/maps/@51.394739497105675,0.059115561275828885,16z",11081.34877
Longridge Church of England Primary School,"Berry Lane, Preston, PR3 3JA","https://www.google.com/maps/@53.83046798899026,-2.6021720389236664,16z",11082.05854
The Raleigh School,"Northcote Crescent, West Horsley, KT24 6LX","https://www.google.com/maps/@51.28220262672629,-0.44630063419062305,16z",11082.21815
Barnsbury Primary School,,"https://www.google.com/maps/@51.30282108294044,-0.569880089377502,16z",11087.52307
St Bernadette Catholic Primary School,"160 Long Lane, Uxbridge, UB10 0EH","https://www.google.com/maps/@51.54012728989261,-0.45037793388605274,16z",11093.72682
Campws y Gwyndy: Ysgol Gyfun Cwm Rhymni,,"https://www.google.com/maps/@51.58305596928132,-3.222914753592362,16z",11095.43643
St Stephen's Infants School,"Lansdown Road, BS15 1XD","https://www.google.com/maps/@51.47048244678,-2.504720047791844,16z",11096.9342
Chalgrove Primary School,,"https://www.google.com/maps/@51.59087699547678,-0.206472129330828,16z",11097.51805
Lewes Old Grammar School,,"https://www.google.com/maps/@50.87240571467595,0.005351673360069466,16z",11097.7761
Tyn-y-Wern Nursery,,"https://www.google.com/maps/@51.59180074901057,-3.1855022170533913,16z",11098.45528
Hayeswood First School,"Cutlers Place, Wimborne, BH21 2HN","https://www.google.com/maps/@50.80574530834212,-1.9508956497124694,16z",11100.72489
Wray with Botton Endowed Primary School,"School Lane, Wray, LA2 8QE","https://www.google.com/maps/@54.10126079991337,-2.6085074380693816,16z",11102.7404
Cwmcarn Primary School,"Newport Road, Cwmcarn, NP11 7LZ","https://www.google.com/maps/@51.63385720031021,-3.1284128941893607,16z",11103.21378
Field End school,,"https://www.google.com/maps/@51.56514375762701,-0.3884246161779379,16z",11103.44037
Elmhurst School,"44-48 South Park Hill Road, South Croydon, CR2 7DW","https://www.google.com/maps/@51.363914618734995,-0.09237539893524116,16z",11104.0771
Danehill Church of England Primary School,"School Lane, Haywards Heath, RH17 7JB","https://www.google.com/maps/@51.03306291539549,0.005375475437601434,16z",11106.16729
Westfield Comunity School,,"https://www.google.com/maps/@53.54359907594073,-2.6696725024175674,16z",11106.67088
Cestria Primary School,"Church Chare, Chester-Le-Street, DH3 3PZ","https://www.google.com/maps/@54.855356571851985,-1.5715085955565615,16z",11109.42778
St. Bernadette R.C. Primary School,,"https://www.google.com/maps/@51.416023634416234,-2.5638908237474984,16z",11113.72759
Upottery Primary School,"Honiton, EX14 9QT","https://www.google.com/maps/@50.864721444093604,-3.1343947376286203,16z",11117.67718
Donington Cowley Endowed Primary School,"Towndam Lane, Donington, PE11 4TR","https://www.google.com/maps/@52.90081457030107,-0.20252215997256143,16z",11118.3457
The Robert Fitzroy Academy,"80 Brampton Road, Croydon, CR0 6JN","https://www.google.com/maps/@51.38710032241914,-0.08092161623422517,16z",11119.52694
UNKNOWN,,"https://www.google.com/maps/@51.40543584033157,0.08759650243148871,16z",11120.35738
Staplegrove Church School,"Hudson Way, Taunton, TA2 6UP","https://www.google.com/maps/@51.02830312565471,-3.1266918332650855,16z",11121.05132
Hillside Primary School,,"https://www.google.com/maps/@51.42411212428741,-0.9393696221842752,16z",11125.98718
UNKNOWN,,"https://www.google.com/maps/@51.60769968259317,-0.13329628588681533,16z",11130.31288
"St Mary's Church of England Voluntary Controlled Primary School, Beverley","St Mary's Church of England Voluntary Controlled Primary School, Eden Road, Hull, HU17 7HD","https://www.google.com/maps/@53.84871752500486,-0.43731390631108785,16z",11131.02599
Pickhurst,,"https://www.google.com/maps/@51.385631221412204,0.005541689558420472,16z",11132.3104
Beer Church of England Primary School,"Mare Lane, Beer, EX12 3NB","https://www.google.com/maps/@50.69820638034465,-3.099630658693535,16z",11133.17623
Tyn-y-Wern Primary School,"Heol yr Ysgol, Trethomas, CF83 8FL","https://www.google.com/maps/@51.59250873220756,-3.1843648303518695,16z",11135.41356
Downend School,BS16 6XA,"https://www.google.com/maps/@51.49249196821658,-2.493910112541206,16z",11138.65166
Newton Primary School,"Kingsway West, Chester, CH2 2LA","https://www.google.com/maps/@53.20381529370257,-2.8783752184670983,16z",11140.39136
St Mary's CofE Primary School,"St Marys Church of England Primary School, Normandy, Horsham, RH12 1JL","https://www.google.com/maps/@51.05905120673731,-0.33043635029287965,16z",11141.2474
Wisbech Grammar School,"47 North Brink, Wisbech, PE13 1JX","https://www.google.com/maps/@52.671586901016504,0.14071660730182672,16z",11146.71988
Oak Wood School,,"https://www.google.com/maps/@51.539466787477146,-0.4457661457717704,16z",11147.37994
Bedwas High School,"Newport Road, Bedwas, CF83 8BJ","https://www.google.com/maps/@51.5908326330665,-3.192775371049943,16z",11150.07023
Roxbourne Primary School,"Torbay Road, Harrow, HA2 9QF","https://www.google.com/maps/@51.56930332830832,-0.38409214290430843,16z",11153.15045
Ainslie Wood Primary School,"140 Ainslie Wood Road, London, E4 9DD","https://www.google.com/maps/@51.612072879930594,-0.009394991296637968,16z",11157.02166
Wennington Hall School,"Lodge Lane, Lancaster, LA2 8NS","https://www.google.com/maps/@54.128567306713414,-2.590914984703427,16z",11157.34483
West Moors Middle School,"Heathfield Way, West Moors, BH22 0DA","https://www.google.com/maps/@50.819579919264804,-1.8744970986046734,16z",11159.39267
Ringsfield Church of England Primary School,"School Road, NR34 8NZ","https://www.google.com/maps/@52.428491222920144,1.5387435931090545,16z",11160.47835
New Hartley First School,"Meldon Drive, New Hartley, NE25 0RD","https://www.google.com/maps/@55.08462816363207,-1.522789053079659,16z",11164.49601
The Howard of Effingham,"Lower Road, Effingham, KT24 5JR","https://www.google.com/maps/@51.27364948265218,-0.3954253058261838,16z",11164.57527
Fox Hill Primary School,"Fox Hill Primary School, Pondmoor Road, Bracknell, RG12 7JZ","https://www.google.com/maps/@51.403325478976654,-0.751720168068751,16z",11167.56479
Glenesk School,"Ockham Road North, West Horsley, KT24 6NS","https://www.google.com/maps/@51.28210486584926,-0.43933720123061215,16z",11169.13126
Stanbridge Primary School,"Stanbridge Road, BS16 6AL","https://www.google.com/maps/@51.48969172234709,-2.4945961828407985,16z",11172.30642
Earls Colne Primary School and Nursery,"Park Lane, Earls Colne, CO6 2RH","https://www.google.com/maps/@51.92565736996862,0.7046333679814651,16z",11178.59208
St Bernadette Catholic Secondary School,,"https://www.google.com/maps/@51.41522839522278,-2.562845384291936,16z",11180.6653
UNKNOWN,,"https://www.google.com/maps/@51.300080454772036,-0.5665200543876359,16z",11181.46548
Medmerry Primary School,"High Street, Selsey, PO20 0QJ","https://www.google.com/maps/@50.73480962082033,-0.7908491494292257,16z",11182.31757
Mountjoy School,"Tunnel Road, Beaminster, DT8 3HB","https://www.google.com/maps/@50.81520377825102,-2.743579763065275,16z",11184.8466
St Mary's Catholic Junior School,"Sydenham Road, Croydon, CR0 2EW","https://www.google.com/maps/@51.380017075608684,-0.0956483685239485,16z",11191.29236
Birkdale Primary School,"Matlock Road, Southport, PR8 4EL","https://www.google.com/maps/@53.63132043774723,-3.006104390263533,16z",11193.24611
Wildridings School,,"https://www.google.com/maps/@51.40789964480642,-0.7602636240328661,16z",11193.51188
Conigsby Centre,"45 Coombe Road, Croydon, CR0 1BQ","https://www.google.com/maps/@51.367262245195775,-0.09472303768708784,16z",11193.63408
Crown Wood Primary School,,"https://www.google.com/maps/@51.398321074399306,-0.7356334882665249,16z",11195.30351
Nercwys Va,,"https://www.google.com/maps/@53.13717836606089,-3.1425591820600633,16z",11195.95055
The Nene School,,"https://www.google.com/maps/@52.662220251708604,0.16589176768743857,16z",11196.51194
Westfield Primary School,,"https://www.google.com/maps/@51.30011550662032,-0.5662570609906491,16z",11198.08994
St Benet's Catholic Primary School,"St Benets Rc School, Ringsfield Road, Beccles, NR34 9PQ","https://www.google.com/maps/@52.452444040943796,1.559270397631466,16z",11208.69979
South Cave Church of England Voluntary Controlled Primary School,"South Cave CE Primary School, Church Street, Hull, HU15 2EP","https://www.google.com/maps/@53.765680425704026,-0.6078195127505511,16z",11215.19154
St Thomas Becket Catholic Primary School,"Becket Close, London, SE25 5BN","https://www.google.com/maps/@51.38899389515425,-0.07037970401595324,16z",11217.91573
Craylands School,DA10 0LP,"https://www.google.com/maps/@51.44767306680323,0.29951718882473366,16z",11219.89921
